Date,Category,Geography,Customer_Type,Sales,Revenue,Order_ID,Customer,Total_Amount,Status,Visits,Orders,Stage,Count,Traffic_Source,Session_Duration,Bounce_Rate,Pages_Per_Session,Product_Name
2023-02-25,Clothing,North America,Returning,289.26,323.91,5106,Customer_404,906.36,Cancelled,438,21,Add to Cart,52,Social Media,1.21,0.18,3.74,Product_28
2023-03-13,Electronics,South America,Returning,776.17,109.09,7591,Customer_341,841.03,Cancelled,151,47,Visit,57,Paid Ads,5.72,0.88,6.92,Product_89
2023-04-22,Electronics,Asia,Returning,744.07,135.3,5726,Customer_547,61.73,Pending,139,10,Purchase,12,Paid Ads,4.37,0.4,2.84,Product_81
2023-02-07,Home & Kitchen,South America,New,896.79,347.91,9515,Customer_947,345.66,Cancelled,222,39,Purchase,15,Organic Search,3.29,0.51,2.56,Product_57
2023-04-28,Toys,Asia,New,349.1,109.12,5942,Customer_428,628.29,Cancelled,83,42,Purchase,77,Referral,3.75,0.3,1.09,Product_52
2023-04-10,Books,Australia,Returning,274.26,143.0,6690,Customer_335,313.32,Pending,489,22,Visit,30,Direct,9.03,0.21,6.93,Product_73
2023-03-30,Toys,Australia,Returning,827.93,270.52,9208,Customer_511,646.14,Completed,428,16,Add to Cart,16,Paid Ads,8.9,0.72,8.42,Product_90
2023-05-05,Toys,Europe,New,727.76,742.7,3619,Customer_79,115.65,Cancelled,130,15,Add to Cart,25,Social Media,7.66,0.71,1.95,Product_26
2023-05-01,Electronics,Europe,Returning,127.36,250.94,7624,Customer_251,262.56,Pending,384,23,Purchase,14,Referral,1.46,0.27,6.16,Product_37
2023-04-01,Toys,South America,New,999.91,331.64,2706,Customer_383,665.91,Cancelled,203,15,Visit,59,Organic Search,6.71,0.08,5.6,Product_44
2023-03-16,Toys,Asia,Returning,856.93,440.22,4633,Customer_504,157.2,Completed,61,33,Add to Cart,43,Direct,8.75,0.01,8.0,Product_6
2023-03-22,Toys,Asia,Returning,227.84,646.27,2390,Customer_637,546.81,Cancelled,398,2,Add to Cart,76,Direct,2.88,0.38,9.35,Product_29
2023-04-09,Toys,South America,New,959.52,973.07,8480,Customer_49,919.74,Completed,349,25,Purchase,3,Referral,2.98,0.31,7.25,Product_90
2023-02-11,Electronics,Europe,Returning,991.15,931.31,7354,Customer_796,227.43,Cancelled,239,17,Add to Cart,59,Direct,9.24,0.43,9.13,Product_66
2023-03-02,Electronics,North America,New,775.66,101.88,1283,Customer_997,383.01,Completed,185,1,Visit,2,Social Media,8.4,0.03,8.08,Product_43
2023-05-05,Books,North America,New,551.74,240.62,7615,Customer_996,690.45,Pending,141,16,Purchase,50,Organic Search,8.36,0.91,7.28,Product_6
2023-03-24,Electronics,Asia,Returning,500.27,449.06,6454,Customer_559,829.94,Completed,178,48,Purchase,76,Direct,7.34,0.07,6.82,Product_46
2023-01-13,Toys,Asia,New,132.93,467.55,2553,Customer_987,478.64,Cancelled,303,44,Add to Cart,47,Referral,6.91,0.16,1.75,Product_10
2023-05-26,Clothing,North America,New,759.87,385.7,2905,Customer_528,922.33,Cancelled,492,13,Visit,41,Social Media,1.57,0.64,7.13,Product_16
2023-03-17,Toys,Asia,New,190.61,304.23,6593,Customer_786,426.13,Cancelled,308,3,Add to Cart,92,Social Media,1.91,0.32,7.68,Product_87
2023-03-14,Home & Kitchen,Europe,New,640.7,512.91,8892,Customer_551,343.38,Cancelled,363,30,Visit,10,Organic Search,9.56,0.58,4.72,Product_80
2023-02-21,Clothing,Australia,New,287.33,310.15,6641,Customer_558,335.45,Pending,231,42,Add to Cart,75,Social Media,1.54,0.0,2.99,Product_65
2023-05-18,Toys,Asia,Returning,66.26,987.56,3618,Customer_971,399.3,Cancelled,479,37,Add to Cart,89,Paid Ads,3.37,0.41,7.77,Product_63
2023-05-08,Home & Kitchen,Asia,Returning,71.35,384.42,5441,Customer_423,201.15,Completed,265,6,Add to Cart,86,Direct,2.59,0.98,9.79,Product_66
2023-05-20,Electronics,Europe,Returning,921.21,28.11,8051,Customer_957,703.59,Completed,123,47,Purchase,75,Paid Ads,9.64,0.74,1.56,Product_9
2023-03-16,Electronics,North America,New,318.61,775.53,3889,Customer_605,807.63,Completed,500,13,Purchase,53,Paid Ads,4.09,0.3,2.29,Product_95
2023-02-05,Clothing,Asia,New,183.52,328.3,9387,Customer_676,926.86,Cancelled,376,6,Visit,85,Organic Search,6.57,0.92,7.2,Product_51
2023-03-03,Books,North America,Returning,363.01,201.2,5139,Customer_626,763.78,Cancelled,417,46,Purchase,47,Paid Ads,6.44,0.9,6.21,Product_14
2023-04-20,Toys,South America,New,258.43,411.78,3223,Customer_532,679.05,Cancelled,119,26,Visit,96,Organic Search,6.89,0.12,8.03,Product_29
2023-05-28,Electronics,Europe,New,73.62,796.21,7530,Customer_386,921.87,Cancelled,487,6,Add to Cart,16,Paid Ads,9.53,0.31,8.05,Product_6
2023-03-12,Toys,Australia,New,15.71,207.95,3247,Customer_732,525.2,Cancelled,344,4,Purchase,2,Social Media,1.7,0.7,6.75,Product_1
2023-01-07,Electronics,South America,New,964.72,403.66,4751,Customer_892,930.51,Completed,237,40,Visit,74,Direct,4.93,0.0,5.81,Product_41
2023-01-02,Books,Asia,New,926.26,331.57,8800,Customer_384,742.89,Cancelled,244,35,Visit,58,Direct,8.38,0.15,1.88,Product_70
2023-03-10,Toys,Europe,Returning,182.35,507.77,6027,Customer_91,327.32,Cancelled,405,22,Add to Cart,94,Referral,1.52,0.81,1.58,Product_75
2023-05-14,Home & Kitchen,North America,Returning,652.94,182.01,3872,Customer_462,67.45,Cancelled,99,27,Purchase,47,Referral,8.46,0.02,1.92,Product_87
2023-05-14,Home & Kitchen,Asia,Returning,513.53,15.1,7601,Customer_587,182.28,Completed,180,15,Visit,65,Organic Search,3.69,0.96,2.46,Product_1
2023-01-09,Home & Kitchen,North America,Returning,203.31,903.65,6385,Customer_208,331.85,Cancelled,403,1,Purchase,99,Organic Search,3.91,0.28,3.66,Product_70
2023-04-14,Clothing,Europe,New,568.44,89.77,7895,Customer_902,940.61,Cancelled,177,1,Add to Cart,94,Referral,2.23,0.85,5.94,Product_4
2023-05-10,Electronics,Europe,Returning,420.42,567.68,1828,Customer_793,727.7,Completed,155,30,Purchase,9,Social Media,9.78,0.38,1.15,Product_48
2023-05-31,Electronics,Asia,New,174.48,685.07,7506,Customer_196,158.14,Pending,424,21,Add to Cart,23,Direct,4.02,0.79,6.0,Product_63
2023-03-10,Home & Kitchen,Europe,New,714.0,50.15,3410,Customer_45,346.76,Pending,204,12,Purchase,72,Paid Ads,4.18,0.46,3.2,Product_36
2023-03-30,Home & Kitchen,Asia,Returning,493.5,653.38,5524,Customer_969,842.09,Pending,129,11,Purchase,98,Referral,3.18,0.55,9.34,Product_75
2023-02-26,Electronics,Europe,New,90.33,226.77,9398,Customer_384,532.02,Cancelled,406,30,Visit,17,Organic Search,4.98,0.79,1.62,Product_37
2023-02-09,Home & Kitchen,North America,New,566.98,868.76,2912,Customer_642,107.27,Cancelled,74,19,Purchase,100,Organic Search,6.31,0.01,7.57,Product_86
2023-05-23,Clothing,Australia,New,818.51,874.53,8237,Customer_694,902.93,Completed,408,22,Visit,8,Organic Search,1.52,0.04,8.96,Product_92
2023-02-01,Toys,South America,Returning,258.83,346.81,3535,Customer_904,622.18,Cancelled,484,13,Add to Cart,82,Direct,5.97,0.37,9.84,Product_11
2023-03-24,Toys,Asia,New,721.68,487.75,5376,Customer_833,777.87,Completed,410,8,Add to Cart,52,Paid Ads,3.7,0.36,2.37,Product_75
2023-03-01,Electronics,Asia,New,133.71,801.18,8416,Customer_28,122.17,Pending,183,6,Visit,4,Direct,9.21,0.28,3.0,Product_84
2023-01-06,Electronics,Australia,New,615.06,718.64,9407,Customer_263,543.32,Cancelled,405,28,Add to Cart,18,Paid Ads,7.41,0.07,1.2,Product_57
2023-03-08,Electronics,Asia,Returning,622.03,587.16,2534,Customer_499,989.51,Pending,101,50,Visit,80,Paid Ads,6.14,0.71,7.18,Product_75
2023-01-30,Home & Kitchen,Europe,New,363.74,852.14,9971,Customer_272,463.75,Completed,328,29,Add to Cart,38,Referral,3.02,0.99,5.07,Product_72
2023-01-06,Toys,South America,New,127.42,810.95,8004,Customer_259,463.48,Completed,294,14,Purchase,98,Referral,7.08,0.24,4.71,Product_90
2023-03-14,Home & Kitchen,North America,New,949.66,763.86,1688,Customer_86,866.88,Completed,67,22,Purchase,76,Referral,4.82,0.18,2.91,Product_25
2023-01-08,Home & Kitchen,North America,Returning,517.3,768.89,5947,Customer_601,41.13,Cancelled,137,28,Purchase,68,Direct,9.11,0.79,6.1,Product_74
2023-04-12,Toys,South America,Returning,394.78,525.46,6079,Customer_708,414.1,Completed,381,20,Visit,7,Referral,1.67,0.6,6.61,Product_19
2023-01-25,Clothing,Europe,Returning,680.47,97.77,1498,Customer_182,599.33,Pending,178,24,Visit,11,Paid Ads,6.32,0.89,9.66,Product_28
2023-05-22,Books,Asia,New,704.84,33.31,5324,Customer_760,944.74,Cancelled,482,44,Purchase,50,Paid Ads,8.19,0.32,9.08,Product_12
2023-03-09,Clothing,Europe,Returning,97.93,48.87,2849,Customer_115,798.61,Cancelled,169,18,Add to Cart,81,Organic Search,3.63,0.73,6.38,Product_64
2023-03-29,Home & Kitchen,Australia,Returning,592.38,162.36,1578,Customer_233,890.38,Pending,458,18,Purchase,63,Direct,7.86,0.67,1.71,Product_10
2023-05-24,Electronics,South America,New,494.58,483.43,6031,Customer_19,725.76,Completed,136,25,Visit,39,Paid Ads,1.42,0.63,2.15,Product_13
2023-03-17,Clothing,Asia,New,271.88,345.01,9803,Customer_504,631.28,Pending,483,43,Visit,5,Organic Search,9.95,0.85,3.01,Product_5
2023-03-26,Books,Asia,Returning,977.44,421.41,2405,Customer_901,263.76,Pending,154,6,Purchase,82,Direct,9.12,0.52,4.1,Product_61
2023-04-11,Electronics,Asia,New,617.7,587.64,6389,Customer_880,432.36,Completed,273,50,Add to Cart,61,Paid Ads,8.53,0.58,2.85,Product_38
2023-01-23,Electronics,Australia,New,405.89,629.71,4379,Customer_220,153.68,Cancelled,103,9,Purchase,16,Referral,4.91,0.53,3.18,Product_2
2023-04-02,Toys,Asia,Returning,389.59,276.11,2342,Customer_482,505.72,Completed,56,40,Purchase,37,Paid Ads,6.75,0.69,2.43,Product_88
2023-05-21,Home & Kitchen,South America,New,982.45,430.87,3903,Customer_893,750.52,Completed,96,48,Purchase,9,Referral,7.13,0.16,6.28,Product_21
2023-04-02,Home & Kitchen,South America,Returning,483.23,895.43,5119,Customer_916,385.59,Pending,327,24,Add to Cart,6,Referral,2.36,0.51,8.25,Product_43
2023-05-08,Books,South America,New,922.04,635.38,1363,Customer_551,402.21,Pending,126,49,Add to Cart,73,Organic Search,5.12,0.5,3.58,Product_69
2023-03-12,Toys,Australia,New,430.9,601.96,8602,Customer_100,64.94,Pending,74,13,Visit,71,Organic Search,4.65,0.24,8.5,Product_90
2023-04-05,Electronics,Europe,Returning,692.36,849.11,1467,Customer_562,617.22,Cancelled,454,5,Purchase,53,Direct,3.28,0.36,1.06,Product_6
2023-02-05,Clothing,North America,New,770.41,200.94,8184,Customer_216,565.25,Pending,364,16,Add to Cart,41,Paid Ads,4.71,0.1,7.4,Product_11
2023-02-09,Books,South America,Returning,933.48,64.03,4952,Customer_70,202.63,Completed,283,26,Add to Cart,5,Paid Ads,2.32,0.32,5.26,Product_39
2023-03-09,Clothing,North America,Returning,485.22,769.98,8084,Customer_965,584.8,Cancelled,92,44,Add to Cart,83,Paid Ads,2.84,0.12,5.13,Product_80
2023-01-31,Clothing,South America,New,772.44,437.78,2803,Customer_742,667.28,Pending,140,9,Purchase,5,Referral,4.21,0.15,3.37,Product_10
2023-03-08,Books,Australia,New,245.03,66.93,6872,Customer_26,540.69,Cancelled,153,23,Add to Cart,39,Paid Ads,7.67,0.38,9.34,Product_53
2023-02-26,Electronics,North America,New,897.27,249.16,9077,Customer_144,542.75,Cancelled,329,49,Purchase,29,Organic Search,5.93,0.31,2.17,Product_70
2023-01-15,Toys,North America,Returning,895.12,196.32,3794,Customer_78,56.47,Pending,325,26,Purchase,77,Organic Search,3.58,0.55,6.55,Product_4
2023-01-14,Books,Australia,Returning,47.05,927.37,7019,Customer_332,310.03,Pending,60,41,Add to Cart,64,Direct,8.63,0.5,2.65,Product_1
2023-04-25,Toys,North America,New,318.88,888.22,1902,Customer_7,623.02,Completed,103,21,Visit,79,Organic Search,9.4,0.12,8.22,Product_78
2023-01-05,Electronics,North America,Returning,399.0,165.88,7618,Customer_726,265.48,Completed,216,28,Add to Cart,92,Organic Search,4.0,0.42,2.04,Product_62
2023-02-05,Toys,South America,Returning,512.76,371.8,8588,Customer_454,898.31,Completed,71,30,Purchase,83,Social Media,4.57,0.34,1.72,Product_61
2023-02-13,Toys,North America,New,375.87,830.49,5809,Customer_492,701.94,Pending,436,4,Add to Cart,21,Referral,9.84,0.14,8.33,Product_25
2023-05-05,Books,Australia,New,507.86,362.79,3077,Customer_759,173.42,Completed,435,47,Add to Cart,87,Paid Ads,2.28,0.57,6.34,Product_83
2023-02-01,Home & Kitchen,Europe,Returning,774.07,785.58,6710,Customer_763,696.02,Cancelled,159,40,Add to Cart,92,Direct,8.5,0.7,1.56,Product_83
2023-01-17,Electronics,Europe,Returning,336.63,728.41,6389,Customer_252,201.3,Pending,269,17,Purchase,19,Paid Ads,2.94,0.21,1.95,Product_77
2023-01-29,Toys,North America,Returning,453.17,804.96,6318,Customer_633,630.41,Cancelled,155,48,Purchase,12,Direct,8.29,0.7,6.87,Product_22
2023-04-22,Books,Australia,Returning,154.31,836.01,2733,Customer_531,502.25,Completed,182,11,Visit,64,Organic Search,7.09,0.41,2.98,Product_35
2023-05-18,Toys,South America,New,438.42,669.83,3798,Customer_67,265.92,Pending,430,19,Add to Cart,51,Paid Ads,1.72,0.49,3.86,Product_16
2023-04-22,Clothing,North America,New,302.48,816.39,4703,Customer_822,558.95,Cancelled,373,6,Visit,59,Paid Ads,4.86,0.2,6.17,Product_83
2023-01-25,Electronics,Europe,Returning,744.55,276.74,1266,Customer_882,421.75,Pending,129,10,Add to Cart,90,Organic Search,3.64,0.69,2.5,Product_30
2023-01-16,Home & Kitchen,South America,New,834.73,797.31,3341,Customer_652,84.46,Pending,66,15,Visit,14,Social Media,5.42,0.1,6.51,Product_17
2023-02-01,Books,Asia,Returning,97.67,359.38,7131,Customer_694,852.45,Pending,469,33,Add to Cart,17,Organic Search,3.06,0.79,8.79,Product_30
2023-05-08,Home & Kitchen,Asia,Returning,309.98,356.2,4275,Customer_984,929.89,Completed,495,24,Add to Cart,95,Referral,7.75,0.5,3.54,Product_22
2023-02-19,Home & Kitchen,North America,New,354.27,14.71,8900,Customer_447,826.63,Pending,329,42,Purchase,84,Social Media,9.55,0.04,3.9,Product_11
2023-02-03,Clothing,South America,New,894.91,813.87,4554,Customer_656,615.93,Pending,73,39,Purchase,16,Direct,1.95,0.68,10.0,Product_58
2023-02-10,Electronics,North America,New,276.09,941.59,6203,Customer_620,96.15,Completed,61,46,Add to Cart,59,Paid Ads,4.93,0.29,3.29,Product_7
2023-04-22,Toys,North America,Returning,642.77,89.22,1983,Customer_983,64.35,Cancelled,75,21,Add to Cart,25,Paid Ads,5.01,0.98,4.58,Product_25
2023-04-02,Books,Asia,New,515.06,187.16,5442,Customer_755,895.26,Pending,76,47,Add to Cart,54,Social Media,1.11,0.54,7.76,Product_66
2023-01-05,Clothing,Europe,Returning,733.88,744.83,7211,Customer_614,75.97,Pending,59,3,Add to Cart,1,Social Media,4.31,0.61,1.6,Product_70
2023-04-02,Books,South America,New,625.91,15.11,3507,Customer_162,500.5,Completed,260,33,Add to Cart,44,Paid Ads,4.16,0.7,9.36,Product_100
2023-02-11,Books,North America,New,146.39,377.62,2888,Customer_353,153.42,Completed,151,39,Add to Cart,79,Referral,8.96,0.05,7.97,Product_8
2023-03-21,Home & Kitchen,Europe,Returning,173.8,95.4,7132,Customer_224,955.3,Pending,55,46,Visit,77,Paid Ads,7.87,0.02,8.97,Product_39
2023-01-29,Electronics,South America,Returning,444.47,700.55,4605,Customer_24,521.49,Pending,67,31,Add to Cart,70,Direct,6.16,0.08,3.74,Product_47
2023-04-13,Toys,Europe,Returning,977.46,39.1,6717,Customer_4,275.37,Cancelled,180,42,Visit,17,Paid Ads,9.19,0.15,5.63,Product_63
2023-01-22,Home & Kitchen,Asia,Returning,920.57,622.37,1831,Customer_17,369.33,Cancelled,461,33,Visit,6,Direct,8.71,0.42,4.31,Product_85
2023-02-25,Books,North America,Returning,244.24,438.69,2130,Customer_154,239.27,Pending,336,38,Visit,88,Social Media,7.59,0.56,2.85,Product_69
2023-05-09,Books,Asia,New,857.06,261.52,4497,Customer_970,799.24,Completed,188,15,Add to Cart,13,Paid Ads,9.94,0.13,1.6,Product_9
2023-01-14,Clothing,South America,New,604.62,845.06,1633,Customer_10,427.63,Pending,476,13,Visit,34,Referral,6.09,0.89,2.31,Product_63
2023-05-28,Electronics,Asia,Returning,651.03,266.11,5818,Customer_449,815.53,Cancelled,210,47,Purchase,82,Social Media,3.63,0.36,3.9,Product_45
2023-03-05,Electronics,Europe,New,316.59,347.88,4172,Customer_85,876.28,Cancelled,285,4,Add to Cart,92,Social Media,7.1,0.25,7.44,Product_54
2023-03-15,Electronics,North America,New,418.36,394.67,5308,Customer_216,92.1,Cancelled,151,31,Visit,5,Direct,8.92,0.83,8.4,Product_70
2023-01-30,Toys,Europe,New,40.33,196.85,9703,Customer_273,875.01,Cancelled,321,22,Visit,15,Paid Ads,4.27,0.26,2.86,Product_66
2023-03-05,Home & Kitchen,North America,New,926.2,302.59,7204,Customer_271,71.88,Cancelled,395,6,Visit,11,Direct,3.37,0.39,2.65,Product_30
2023-04-17,Books,North America,New,286.67,501.53,3770,Customer_331,182.35,Completed,432,34,Visit,87,Organic Search,9.87,0.31,1.93,Product_27
2023-02-06,Home & Kitchen,Australia,New,697.25,877.33,8665,Customer_938,230.12,Cancelled,174,7,Visit,26,Paid Ads,5.93,0.16,4.31,Product_85
2023-05-30,Books,Europe,Returning,690.77,834.53,5312,Customer_639,77.0,Completed,229,12,Purchase,1,Direct,9.49,0.04,7.46,Product_25
2023-03-01,Books,Asia,New,294.29,878.52,9382,Customer_657,621.59,Cancelled,72,36,Visit,91,Organic Search,2.51,0.27,6.24,Product_70
2023-04-06,Clothing,Asia,New,316.64,602.66,9483,Customer_936,438.3,Pending,288,22,Visit,86,Referral,3.78,0.8,7.97,Product_11
2023-03-15,Home & Kitchen,South America,New,594.52,956.33,2236,Customer_344,737.24,Cancelled,422,36,Visit,37,Direct,8.21,0.72,7.11,Product_5
2023-01-27,Books,Australia,New,178.74,767.27,6541,Customer_380,501.25,Pending,294,45,Add to Cart,43,Paid Ads,6.94,0.16,6.82,Product_41
2023-01-02,Books,North America,New,670.57,964.98,5134,Customer_602,363.45,Cancelled,122,1,Purchase,55,Paid Ads,7.22,0.1,7.27,Product_27
2023-05-07,Clothing,South America,Returning,613.94,427.92,5803,Customer_648,814.89,Pending,192,19,Add to Cart,64,Referral,8.27,0.15,8.82,Product_32
2023-01-11,Clothing,North America,New,341.9,73.66,7495,Customer_643,947.61,Pending,87,38,Add to Cart,70,Direct,2.82,0.33,7.5,Product_85
2023-04-15,Clothing,North America,Returning,83.48,68.11,1495,Customer_103,289.82,Completed,207,47,Visit,50,Social Media,6.62,0.31,8.48,Product_100
2023-01-27,Books,South America,Returning,631.32,946.93,7663,Customer_438,862.2,Cancelled,487,12,Add to Cart,42,Organic Search,6.12,0.48,9.9,Product_2
2023-05-04,Electronics,South America,New,502.71,261.33,6531,Customer_181,579.25,Completed,412,13,Add to Cart,45,Organic Search,7.96,0.01,3.88,Product_18
2023-01-15,Home & Kitchen,North America,Returning,999.64,968.14,9528,Customer_742,139.86,Completed,203,7,Add to Cart,44,Referral,2.33,0.75,5.01,Product_31
2023-05-27,Books,Europe,New,894.86,727.32,9228,Customer_258,853.33,Completed,332,25,Visit,18,Direct,9.38,0.92,4.26,Product_28
2023-04-29,Home & Kitchen,Europe,Returning,92.71,862.89,3637,Customer_353,123.2,Cancelled,367,50,Add to Cart,94,Organic Search,1.28,0.45,3.87,Product_50
2023-01-11,Books,Asia,New,161.73,409.08,4049,Customer_12,257.25,Completed,235,8,Visit,91,Social Media,7.57,0.78,7.36,Product_85
2023-04-10,Electronics,South America,New,858.07,290.23,2832,Customer_696,179.0,Completed,296,15,Purchase,27,Social Media,3.96,0.38,9.36,Product_55
2023-04-10,Toys,South America,Returning,552.05,841.9,9963,Customer_418,779.64,Cancelled,438,46,Purchase,71,Referral,8.12,0.25,1.7,Product_54
2023-03-28,Electronics,Europe,New,660.52,414.8,9611,Customer_657,259.59,Pending,325,29,Add to Cart,30,Social Media,2.36,0.29,9.19,Product_93
2023-02-18,Books,North America,Returning,543.6,809.74,3087,Customer_556,13.73,Cancelled,405,32,Purchase,57,Referral,8.5,0.76,7.23,Product_85
2023-01-20,Toys,Australia,Returning,237.83,652.51,3347,Customer_905,546.99,Pending,373,25,Purchase,9,Organic Search,2.01,0.55,9.28,Product_11
2023-03-08,Books,Asia,Returning,104.61,634.01,2713,Customer_426,659.51,Cancelled,441,6,Add to Cart,3,Direct,4.36,0.29,7.34,Product_97
2023-03-08,Books,Asia,New,35.95,874.78,7163,Customer_1,198.68,Completed,85,1,Purchase,29,Direct,1.59,0.19,4.39,Product_46
2023-03-24,Books,South America,Returning,714.99,87.24,5697,Customer_894,434.21,Pending,475,39,Purchase,6,Organic Search,6.98,0.4,5.17,Product_47
2023-05-16,Clothing,Australia,New,907.45,603.18,4456,Customer_557,964.6,Cancelled,378,28,Add to Cart,28,Organic Search,1.21,0.27,4.08,Product_26
2023-02-08,Electronics,Asia,Returning,229.46,403.41,4986,Customer_378,264.91,Pending,445,45,Add to Cart,36,Organic Search,6.48,0.26,7.08,Product_60
2023-03-03,Books,Asia,New,706.81,53.75,5731,Customer_865,338.42,Completed,222,44,Visit,15,Social Media,3.55,0.41,7.05,Product_69
2023-04-08,Clothing,South America,Returning,847.96,695.19,1204,Customer_552,180.15,Cancelled,332,19,Purchase,77,Paid Ads,6.95,0.95,6.77,Product_21
2023-02-25,Home & Kitchen,South America,New,366.32,588.65,5018,Customer_551,772.38,Pending,373,21,Visit,96,Organic Search,3.0,0.66,3.4,Product_15
2023-01-22,Books,South America,New,118.74,311.05,5164,Customer_967,516.81,Cancelled,73,24,Add to Cart,43,Social Media,6.4,0.77,4.31,Product_64
2023-02-20,Toys,Europe,Returning,751.42,46.32,8329,Customer_388,761.85,Cancelled,348,37,Add to Cart,51,Direct,4.02,0.02,7.27,Product_43
2023-04-04,Toys,Australia,Returning,701.26,174.07,6453,Customer_791,648.93,Cancelled,122,12,Visit,44,Organic Search,1.29,0.68,3.17,Product_48
2023-03-13,Electronics,Australia,New,630.78,409.76,9404,Customer_529,908.75,Pending,404,15,Add to Cart,58,Paid Ads,8.99,0.85,7.19,Product_47
2023-01-05,Books,Asia,Returning,544.35,368.96,2441,Customer_233,909.74,Completed,279,17,Visit,80,Organic Search,2.53,0.76,1.13,Product_24
2023-04-07,Home & Kitchen,Europe,Returning,646.45,621.36,8073,Customer_895,37.17,Pending,102,8,Visit,22,Direct,2.75,0.8,6.48,Product_56
2023-04-24,Clothing,Europe,New,483.89,921.82,2898,Customer_854,492.04,Pending,436,30,Visit,86,Social Media,7.52,0.74,1.17,Product_13
2023-01-01,Electronics,North America,Returning,924.82,315.84,7165,Customer_693,475.1,Cancelled,57,37,Purchase,54,Organic Search,4.82,1.0,9.9,Product_55
2023-03-16,Clothing,North America,Returning,777.3,410.42,1232,Customer_558,141.67,Pending,476,24,Visit,6,Referral,9.91,0.53,1.11,Product_30
2023-05-22,Books,Europe,New,873.25,102.07,8509,Customer_315,877.93,Completed,334,14,Purchase,9,Organic Search,5.4,0.1,8.02,Product_43
2023-02-01,Books,Europe,New,638.96,743.07,8644,Customer_365,107.76,Completed,367,25,Purchase,99,Organic Search,7.84,0.91,6.25,Product_7
2023-03-15,Clothing,South America,New,118.21,26.43,8534,Customer_839,707.88,Pending,434,12,Visit,74,Referral,4.61,0.22,7.05,Product_88
2023-04-16,Electronics,Australia,New,969.36,978.2,3251,Customer_438,307.44,Pending,254,40,Add to Cart,92,Referral,6.35,0.29,7.06,Product_46
2023-04-27,Clothing,North America,Returning,475.89,868.33,3395,Customer_402,933.36,Pending,471,29,Visit,50,Social Media,8.11,0.52,9.15,Product_64
2023-01-03,Home & Kitchen,Australia,New,901.89,378.65,2898,Customer_116,962.13,Cancelled,154,40,Add to Cart,51,Organic Search,8.1,0.29,9.4,Product_89
2023-01-04,Clothing,North America,Returning,41.26,261.95,3975,Customer_291,650.91,Pending,144,25,Add to Cart,6,Direct,2.74,0.8,2.93,Product_100
2023-04-28,Clothing,North America,Returning,252.58,552.38,4555,Customer_921,985.75,Pending,297,10,Visit,29,Direct,3.75,0.21,8.13,Product_23
2023-01-09,Toys,South America,Returning,105.78,127.32,3494,Customer_770,559.66,Pending,342,8,Visit,9,Paid Ads,3.99,0.05,7.87,Product_17
2023-01-11,Electronics,North America,New,366.81,268.92,4184,Customer_912,153.4,Completed,127,40,Add to Cart,69,Social Media,9.12,0.88,5.33,Product_11
2023-04-30,Books,South America,New,113.56,471.55,3765,Customer_273,716.11,Pending,338,44,Purchase,89,Paid Ads,7.6,0.94,5.26,Product_32
2023-03-06,Toys,Asia,Returning,936.44,222.81,6023,Customer_2,941.03,Cancelled,487,30,Visit,38,Referral,5.01,0.38,5.22,Product_35
2023-02-18,Books,Europe,Returning,31.39,557.59,9903,Customer_51,81.35,Completed,102,22,Visit,72,Paid Ads,6.8,0.11,2.18,Product_83
2023-05-04,Books,Asia,Returning,778.97,389.27,1053,Customer_377,600.3,Completed,258,16,Visit,53,Paid Ads,1.75,0.79,2.0,Product_77
2023-01-11,Home & Kitchen,Europe,New,487.27,880.69,9792,Customer_328,603.57,Cancelled,317,37,Visit,29,Direct,9.43,0.93,2.47,Product_32
2023-01-03,Home & Kitchen,South America,Returning,917.04,944.31,9396,Customer_84,400.47,Completed,309,11,Add to Cart,39,Social Media,5.89,0.59,5.11,Product_20
2023-02-03,Toys,South America,Returning,515.08,78.39,4700,Customer_787,643.58,Completed,186,9,Add to Cart,56,Referral,9.36,0.59,1.79,Product_54
2023-01-27,Books,Europe,Returning,239.9,897.89,9827,Customer_247,785.85,Cancelled,321,27,Purchase,58,Social Media,4.31,0.46,7.86,Product_34
2023-04-11,Books,Australia,Returning,578.11,876.62,9315,Customer_318,923.5,Pending,241,9,Purchase,51,Paid Ads,7.15,0.32,1.14,Product_57
2023-03-08,Home & Kitchen,Australia,Returning,892.81,813.27,1504,Customer_20,606.59,Cancelled,483,40,Visit,79,Social Media,2.29,0.1,1.76,Product_28
2023-02-12,Home & Kitchen,Europe,New,207.66,960.16,1116,Customer_108,721.27,Completed,351,2,Purchase,29,Direct,9.13,0.73,8.96,Product_98
2023-02-16,Home & Kitchen,Asia,Returning,142.86,819.2,1375,Customer_516,913.16,Cancelled,344,45,Purchase,61,Direct,8.56,0.86,7.76,Product_34
2023-01-15,Toys,Europe,New,849.87,389.21,8145,Customer_94,853.39,Pending,360,12,Add to Cart,81,Direct,5.55,0.63,1.62,Product_55
2023-03-19,Toys,South America,Returning,418.16,619.5,7485,Customer_514,717.68,Completed,127,21,Purchase,70,Paid Ads,5.46,0.01,7.94,Product_23
2023-02-05,Electronics,North America,Returning,144.64,13.77,7880,Customer_565,443.75,Pending,331,37,Purchase,87,Social Media,9.18,0.35,6.49,Product_32
